             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
          38275847  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275846  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275845  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275844  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275843  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275842  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275841  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275840  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275839  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275838  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275837  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275836  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275835  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275834  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275833  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275832  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275831  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275830  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275829  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275828  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275827  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275826  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275825  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275824  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275823  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275822  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275821  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275819  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275818  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275817  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275816  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275815  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275814  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275813  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275812  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275811  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275810  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275809  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275808  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275806  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275805  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275804  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275803  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275802  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275801  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275798  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275797  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275796  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275795  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275794  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275793  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275792  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275791  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275790  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275789  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275788  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275787  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275786  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275785  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275784  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275783  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275782  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275781  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275780  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275779  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275778  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275776  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275775  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275774  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275773  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275772  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275771  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275770  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275769  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275768  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275767  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275766  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275765  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275764  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275763  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275755  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275754  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275753  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275752  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275751  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275750  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275749  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275748  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275747  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275745  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275743  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275742  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275741  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275740  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275739  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275738  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275737  gpu_ss11 gpu_pbsa fionacyu PD       0:00      1 (Priority)
          38275622  gpu_ss11 AlbanyTe mcarlson PD       0:00      1 (Priority)
          38275621  gpu_ss11 AlbanyTe mcarlson PD       0:00      1 (Priority)
  38116363_[42-52]  gpu_ss11 exchange   shlufl PD       0:00      1 (Priority)
          38275567  gpu_ss11 3ES_Opto   diegos PD       0:00      2 (Priority)
          38275547  gpu_ss11 OfiOptCl hargrove PD       0:00      8 (Priority)
          38275542  gpu_ss11 OfiOptCl hargrove PD       0:00      1 (Priority)
   38219479_[4-36]  gpu_ss11 exchange   shlufl PD       0:00      1 (Priority)
38051604_[52-100%1  gpu_ss11     rep4 jvermaas PD       0:00      1 (JobArrayTaskLimit)
38020880_[55-100%1  gpu_ss11     rep8 jvermaas PD       0:00      1 (JobArrayTaskLimit)
38020879_[54-100%1  gpu_ss11     rep7 jvermaas PD       0:00      1 (JobArrayTaskLimit)
   38116364_[8-52]  gpu_ss11 exchange   shlufl PD       0:00      1 (Priority)
   38116379_[5-57]  gpu_ss11 exchange   shlufl PD       0:00      1 (Priority)
          38274969  gpu_ss11 Er_0.966 pouvreau PD       0:00      2 (Dependency)
          38274968  gpu_ss11 Er_0.966 pouvreau PD       0:00      2 (Priority)
          38274967  gpu_ss11 Er_0.830 pouvreau PD       0:00      2 (Dependency)
          38274966  gpu_ss11 Er_0.830 pouvreau PD       0:00      2 (Priority)
          38274965  gpu_ss11 Er_0.619 pouvreau PD       0:00      2 (Dependency)
          38274964  gpu_ss11 Er_0.619 pouvreau PD       0:00      2 (Priority)
          38274963  gpu_ss11 Er_0.380 pouvreau PD       0:00      2 (Dependency)
          38274962  gpu_ss11 Er_0.380 pouvreau PD       0:00      2 (Priority)
          38274961  gpu_ss11 Er_0.169 pouvreau PD       0:00      2 (Dependency)
          38274955  gpu_ss11 Er_0.033 pouvreau PD       0:00      2 (Dependency)
          38273816  gpu_ss11  C4710B3   chakra PD       0:00      8 (Dependency)
          38273815  gpu_ss11  P4710B3   chakra PD       0:00      8 (Dependency)
          38273814  gpu_ss11  C4710B2   chakra PD       0:00      8 (Dependency)
          38273813  gpu_ss11  P4710B2   chakra PD       0:00      8 (Dependency)
          38273812  gpu_ss11  C4710B1   chakra PD       0:00      8 (Dependency)
          38273811  gpu_ss11  P4710B1   chakra PD       0:00      8 (Dependency)
          38273810  gpu_ss11  C4710B0   chakra PD       0:00      8 (Dependency)
          38273809  gpu_ss11  P4710B0   chakra PD       0:00      8 (Dependency)
          38273808  gpu_ss11  C4698B3   chakra PD       0:00      8 (Dependency)
          38273807  gpu_ss11  P4698B3   chakra PD       0:00      8 (Dependency)
          38273806  gpu_ss11  C4698B2   chakra PD       0:00      8 (Dependency)
          38273805  gpu_ss11  P4698B2   chakra PD       0:00      8 (Dependency)
          38273804  gpu_ss11  C4698B1   chakra PD       0:00      8 (Dependency)
          38273803  gpu_ss11  P4698B1   chakra PD       0:00      8 (Dependency)
          38273802  gpu_ss11  C4698B0   chakra PD       0:00      8 (Dependency)
          38273801  gpu_ss11  P4698B0   chakra PD       0:00      8 (Dependency)
          38273800  gpu_ss11  C4686B3   chakra PD       0:00      8 (Dependency)
          38273799  gpu_ss11  P4686B3   chakra PD       0:00      8 (Dependency)
          38273797  gpu_ss11  C4686B2   chakra PD       0:00      8 (Dependency)
          38273795  gpu_ss11  P4686B2   chakra PD       0:00      8 (Dependency)
          38273793  gpu_ss11  C4686B1   chakra PD       0:00      8 (Dependency)
          38273792  gpu_ss11  P4686B1   chakra PD       0:00      8 (Dependency)
          38273791  gpu_ss11  C4686B0   chakra PD       0:00      8 (Dependency)
          38273789  gpu_ss11  P4686B0   chakra PD       0:00      8 (Dependency)
          38273788  gpu_ss11  C4674B3   chakra PD       0:00      8 (Dependency)
          38273787  gpu_ss11  P4674B3   chakra PD       0:00      8 (Dependency)
          38273785  gpu_ss11  C4674B2   chakra PD       0:00      8 (Dependency)
          38273784  gpu_ss11  P4674B2   chakra PD       0:00      8 (Dependency)
          38273782  gpu_ss11  C4674B1   chakra PD       0:00      8 (Dependency)
          38273781  gpu_ss11  P4674B1   chakra PD       0:00      8 (Dependency)
          38273780  gpu_ss11  C4674B0   chakra PD       0:00      8 (Dependency)
          38273779  gpu_ss11  P4674B0   chakra PD       0:00      8 (Dependency)
          38273776  gpu_ss11  C4662B3   chakra PD       0:00      8 (Dependency)
          38273772  gpu_ss11  P4662B3   chakra PD       0:00      8 (Dependency)
          38273769  gpu_ss11  C4662B2   chakra PD       0:00      8 (Dependency)
          38273764  gpu_ss11  P4662B2   chakra PD       0:00      8 (Dependency)
          38273761  gpu_ss11  C4662B1   chakra PD       0:00      8 (Dependency)
          38273757  gpu_ss11  P4662B1   chakra PD       0:00      8 (Dependency)
          38273754  gpu_ss11  C4662B0   chakra PD       0:00      8 (Dependency)
          38273752  gpu_ss11  P4662B0   chakra PD       0:00      8 (Dependency)
          38273750  gpu_ss11  C4650B3   chakra PD       0:00      8 (Dependency)
          38273749  gpu_ss11  P4650B3   chakra PD       0:00      8 (Dependency)
          38273748  gpu_ss11  C4650B2   chakra PD       0:00      8 (Dependency)
          38273746  gpu_ss11  P4650B2   chakra PD       0:00      8 (Dependency)
          38273745  gpu_ss11  C4650B1   chakra PD       0:00      8 (Dependency)
          38273743  gpu_ss11  P4650B1   chakra PD       0:00      8 (Dependency)
          38273742  gpu_ss11  C4650B0   chakra PD       0:00      8 (Dependency)
          38273739  gpu_ss11  P4650B0   chakra PD       0:00      8 (Dependency)
          38273738  gpu_ss11  C4638B3   chakra PD       0:00      8 (Dependency)
          38273735  gpu_ss11  P4638B3   chakra PD       0:00      8 (Dependency)
          38273732  gpu_ss11  C4638B2   chakra PD       0:00      8 (Dependency)
          38273730  gpu_ss11  P4638B2   chakra PD       0:00      8 (Dependency)
          38273728  gpu_ss11  C4638B1   chakra PD       0:00      8 (Dependency)
          38273727  gpu_ss11  P4638B1   chakra PD       0:00      8 (Dependency)
          38273726  gpu_ss11  C4638B0   chakra PD       0:00      8 (Dependency)
          38273724  gpu_ss11  P4638B0   chakra PD       0:00      8 (Dependency)
          38273723  gpu_ss11  C4626B3   chakra PD       0:00      8 (Dependency)
          38273722  gpu_ss11  P4626B3   chakra PD       0:00      8 (Dependency)
          38273721  gpu_ss11  C4626B2   chakra PD       0:00      8 (Dependency)
          38273720  gpu_ss11  P4626B2   chakra PD       0:00      8 (Dependency)
          38273718  gpu_ss11  C4626B1   chakra PD       0:00      8 (Dependency)
          38273717  gpu_ss11  P4626B1   chakra PD       0:00      8 (Dependency)
          38273716  gpu_ss11  C4626B0   chakra PD       0:00      8 (Dependency)
          38273715  gpu_ss11  P4626B0   chakra PD       0:00      8 (Dependency)
          38273713  gpu_ss11  C4614B3   chakra PD       0:00      8 (Dependency)
          38273712  gpu_ss11  P4614B3   chakra PD       0:00      8 (Dependency)
          38273711  gpu_ss11  C4614B2   chakra PD       0:00      8 (Dependency)
          38273709  gpu_ss11  P4614B2   chakra PD       0:00      8 (Dependency)
          38273708  gpu_ss11  C4614B1   chakra PD       0:00      8 (Dependency)
          38273707  gpu_ss11  P4614B1   chakra PD       0:00      8 (Dependency)
          38273706  gpu_ss11  C4614B0   chakra PD       0:00      8 (Dependency)
          38273705  gpu_ss11  P4614B0   chakra PD       0:00      8 (Dependency)
          38273703  gpu_ss11  C4602B3   chakra PD       0:00      8 (Dependency)
          38273702  gpu_ss11  P4602B3   chakra PD       0:00      8 (Dependency)
          38273701  gpu_ss11  C4602B2   chakra PD       0:00      8 (Dependency)
          38273700  gpu_ss11  P4602B2   chakra PD       0:00      8 (Dependency)
          38273698  gpu_ss11  C4602B1   chakra PD       0:00      8 (Dependency)
          38273697  gpu_ss11  P4602B1   chakra PD       0:00      8 (Dependency)
          38273696  gpu_ss11  C4602B0   chakra PD       0:00      8 (Dependency)
          38273695  gpu_ss11  P4602B0   chakra PD       0:00      8 (Dependency)
          38273693  gpu_ss11  C4590B3   chakra PD       0:00      8 (Dependency)
          38273692  gpu_ss11  P4590B3   chakra PD       0:00      8 (Dependency)
          38273691  gpu_ss11  C4590B2   chakra PD       0:00      8 (Dependency)
          38273690  gpu_ss11  P4590B2   chakra PD       0:00      8 (Dependency)
          38273689  gpu_ss11  C4590B1   chakra PD       0:00      8 (Dependency)
          38273688  gpu_ss11  P4590B1   chakra PD       0:00      8 (Dependency)
          38273687  gpu_ss11  C4590B0   chakra PD       0:00      8 (Dependency)
          38273686  gpu_ss11  P4590B0   chakra PD       0:00      8 (Dependency)
          38273685  gpu_ss11  C4578B3   chakra PD       0:00      8 (Dependency)
          38273684  gpu_ss11  P4578B3   chakra PD       0:00      8 (Dependency)
          38273683  gpu_ss11  C4578B2   chakra PD       0:00      8 (Dependency)
          38273682  gpu_ss11  P4578B2   chakra PD       0:00      8 (Dependency)
          38273681  gpu_ss11  C4578B1   chakra PD       0:00      8 (Dependency)
          38273680  gpu_ss11  P4578B1   chakra PD       0:00      8 (Dependency)
          38273678  gpu_ss11  C4578B0   chakra PD       0:00      8 (Dependency)
          38273677  gpu_ss11  P4578B0   chakra PD       0:00      8 (Dependency)
          38273676  gpu_ss11  C4566B3   chakra PD       0:00      8 (Dependency)
          38273675  gpu_ss11  P4566B3   chakra PD       0:00      8 (Dependency)
          38273674  gpu_ss11  C4566B2   chakra PD       0:00      8 (Dependency)
          38273673  gpu_ss11  P4566B2   chakra PD       0:00      8 (Dependency)
          38273672  gpu_ss11  C4566B1   chakra PD       0:00      8 (Dependency)
          38273671  gpu_ss11  P4566B1   chakra PD       0:00      8 (Dependency)
          38273670  gpu_ss11  C4566B0   chakra PD       0:00      8 (Dependency)
          38273669  gpu_ss11  P4566B0   chakra PD       0:00      8 (Dependency)
          38273668  gpu_ss11  C4554B3   chakra PD       0:00      8 (Dependency)
          38273667  gpu_ss11  P4554B3   chakra PD       0:00      8 (Dependency)
          38273666  gpu_ss11  C4554B2   chakra PD       0:00      8 (Dependency)
          38273665  gpu_ss11  P4554B2   chakra PD       0:00      8 (Dependency)
          38273661  gpu_ss11  C4554B1   chakra PD       0:00      8 (Dependency)
          38273659  gpu_ss11  P4554B1   chakra PD       0:00      8 (Dependency)
          38273658  gpu_ss11  C4554B0   chakra PD       0:00      8 (Dependency)
          38273657  gpu_ss11  P4554B0   chakra PD       0:00      8 (Dependency)
          38273656  gpu_ss11  C4542B3   chakra PD       0:00      8 (Dependency)
          38273655  gpu_ss11  P4542B3   chakra PD       0:00      8 (Dependency)
          38273654  gpu_ss11  C4542B2   chakra PD       0:00      8 (Dependency)
  38168267_[11-20]  gpu_ss11 RFP_chai   lhtran PD       0:00      1 (Priority)
          38273652  gpu_ss11  P4542B2   chakra PD       0:00      8 (Dependency)
          38273651  gpu_ss11  C4542B1   chakra PD       0:00      8 (Dependency)
          38273650  gpu_ss11  P4542B1   chakra PD       0:00      8 (Dependency)
          38273649  gpu_ss11  C4542B0   chakra PD       0:00      8 (Dependency)
          38273648  gpu_ss11  P4542B0   chakra PD       0:00      8 (Dependency)
          38273647  gpu_ss11  C4530B3   chakra PD       0:00      8 (Dependency)
          38273646  gpu_ss11  P4530B3   chakra PD       0:00      8 (Dependency)
          38273645  gpu_ss11  C4530B2   chakra PD       0:00      8 (Dependency)
          38273644  gpu_ss11  P4530B2   chakra PD       0:00      8 (Dependency)
          38273643  gpu_ss11  C4530B1   chakra PD       0:00      8 (Dependency)
          38273642  gpu_ss11  P4530B1   chakra PD       0:00      8 (Dependency)
          38273641  gpu_ss11  C4530B0   chakra PD       0:00      8 (Dependency)
          38273640  gpu_ss11  P4530B0   chakra PD       0:00      8 (Dependency)
          38273639  gpu_ss11  C4518B3   chakra PD       0:00      8 (Dependency)
          38273638  gpu_ss11  P4518B3   chakra PD       0:00      8 (Dependency)
          38273636  gpu_ss11  C4518B2   chakra PD       0:00      8 (Dependency)
          38273635  gpu_ss11  P4518B2   chakra PD       0:00      8 (Dependency)
          38273634  gpu_ss11  C4518B1   chakra PD       0:00      8 (Dependency)
          38273632  gpu_ss11  P4518B1   chakra PD       0:00      8 (Dependency)
          38273627  gpu_ss11  C4518B0   chakra PD       0:00      8 (Dependency)
          38273626  gpu_ss11  P4518B0   chakra PD       0:00      8 (Dependency)
          38273625  gpu_ss11  C4506B3   chakra PD       0:00      8 (Dependency)
          38273624  gpu_ss11  P4506B3   chakra PD       0:00      8 (Dependency)
          38273623  gpu_ss11  C4506B2   chakra PD       0:00      8 (Dependency)
          38273621  gpu_ss11  P4506B2   chakra PD       0:00      8 (Dependency)
          38273619  gpu_ss11  C4506B1   chakra PD       0:00      8 (Dependency)
          38273618  gpu_ss11  P4506B1   chakra PD       0:00      8 (Dependency)
          38273617  gpu_ss11  C4506B0   chakra PD       0:00      8 (Dependency)
          38273616  gpu_ss11  P4506B0   chakra PD       0:00      8 (Dependency)
          38273615  gpu_ss11  C4494B3   chakra PD       0:00      8 (Dependency)
          38273614  gpu_ss11  P4494B3   chakra PD       0:00      8 (Dependency)
          38273613  gpu_ss11  C4494B2   chakra PD       0:00      8 (Dependency)
          38273612  gpu_ss11  P4494B2   chakra PD       0:00      8 (Dependency)
          38273611  gpu_ss11  C4494B1   chakra PD       0:00      8 (Dependency)
          38273610  gpu_ss11  P4494B1   chakra PD       0:00      8 (Dependency)
          38273608  gpu_ss11  C4494B0   chakra PD       0:00      8 (Dependency)
          38273607  gpu_ss11  P4494B0   chakra PD       0:00      8 (Dependency)
          38273606  gpu_ss11  C4482B3   chakra PD       0:00      8 (Dependency)
          38273605  gpu_ss11  P4482B3   chakra PD       0:00      8 (Dependency)
          38273604  gpu_ss11  C4482B2   chakra PD       0:00      8 (Dependency)
          38273603  gpu_ss11  P4482B2   chakra PD       0:00      8 (Dependency)
          38273601  gpu_ss11  C4482B1   chakra PD       0:00      8 (Dependency)
          38273599  gpu_ss11  P4482B1   chakra PD       0:00      8 (Dependency)
          38273598  gpu_ss11  C4482B0   chakra PD       0:00      8 (Dependency)
          38273596  gpu_ss11  P4482B0   chakra PD       0:00      8 (Dependency)
          38273594  gpu_ss11  C4470B3   chakra PD       0:00      8 (Dependency)
          38273593  gpu_ss11  P4470B3   chakra PD       0:00      8 (Dependency)
          38273592  gpu_ss11  C4470B2   chakra PD       0:00      8 (Dependency)
          38273591  gpu_ss11  P4470B2   chakra PD       0:00      8 (Dependency)
          38273590  gpu_ss11  C4470B1   chakra PD       0:00      8 (Dependency)
          38273589  gpu_ss11  P4470B1   chakra PD       0:00      8 (Dependency)
          38273588  gpu_ss11  C4470B0   chakra PD       0:00      8 (Dependency)
          38273587  gpu_ss11  P4470B0   chakra PD       0:00      8 (Dependency)
          38273586  gpu_ss11  C4458B3   chakra PD       0:00      8 (Dependency)
          38273585  gpu_ss11  P4458B3   chakra PD       0:00      8 (Dependency)
          38273584  gpu_ss11  C4458B2   chakra PD       0:00      8 (Dependency)
          38273583  gpu_ss11  P4458B2   chakra PD       0:00      8 (Dependency)
          38273582  gpu_ss11  C4458B1   chakra PD       0:00      8 (Dependency)
          38273581  gpu_ss11  P4458B1   chakra PD       0:00      8 (Dependency)
          38273580  gpu_ss11  C4458B0   chakra PD       0:00      8 (Dependency)
          38273579  gpu_ss11  P4458B0   chakra PD       0:00      8 (Dependency)
          38273577  gpu_ss11  C4446B3   chakra PD       0:00      8 (Dependency)
          38273572  gpu_ss11  P4446B3   chakra PD       0:00      8 (Dependency)
          38273563  gpu_ss11  C4446B2   chakra PD       0:00      8 (Dependency)
          38273553  gpu_ss11  P4446B2   chakra PD       0:00      8 (Dependency)
          38273543  gpu_ss11  C4446B1   chakra PD       0:00      8 (Dependency)
          38273534  gpu_ss11  P4446B1   chakra PD       0:00      8 (Dependency)
          38273527  gpu_ss11  C4446B0   chakra PD       0:00      8 (Dependency)
          38273526  gpu_ss11  P4446B0   chakra PD       0:00      8 (Dependency)
          38273521  gpu_ss11  C4434B3   chakra PD       0:00      8 (Dependency)
          38273519  gpu_ss11  P4434B3   chakra PD       0:00      8 (Dependency)
          38273516  gpu_ss11  C4434B2   chakra PD       0:00      8 (Dependency)
          38273513  gpu_ss11  P4434B2   chakra PD       0:00      8 (Dependency)
          38273510  gpu_ss11  C4434B1   chakra PD       0:00      8 (Dependency)
          38273507  gpu_ss11  P4434B1   chakra PD       0:00      8 (Dependency)
          38273504  gpu_ss11  C4434B0   chakra PD       0:00      8 (Dependency)
          38273502  gpu_ss11  P4434B0   chakra PD       0:00      8 (Dependency)
          38273498  gpu_ss11  C4422B3   chakra PD       0:00      8 (Dependency)
          38273496  gpu_ss11  P4422B3   chakra PD       0:00      8 (Dependency)
          38273495  gpu_ss11  C4422B2   chakra PD       0:00      8 (Dependency)
          38273494  gpu_ss11  P4422B2   chakra PD       0:00      8 (Dependency)
          38273493  gpu_ss11  C4422B1   chakra PD       0:00      8 (Dependency)
          38273492  gpu_ss11  P4422B1   chakra PD       0:00      8 (Dependency)
          38273491  gpu_ss11  C4422B0   chakra PD       0:00      8 (Dependency)
          38273489  gpu_ss11  P4422B0   chakra PD       0:00      8 (Dependency)
          38273488  gpu_ss11  C4410B3   chakra PD       0:00      8 (Dependency)
          38273487  gpu_ss11  P4410B3   chakra PD       0:00      8 (Dependency)
          38273486  gpu_ss11  C4410B2   chakra PD       0:00      8 (Dependency)
          38273485  gpu_ss11  P4410B2   chakra PD       0:00      8 (Dependency)
          38273484  gpu_ss11  C4410B1   chakra PD       0:00      8 (Dependency)
          38273483  gpu_ss11  P4410B1   chakra PD       0:00      8 (Dependency)
          38273482  gpu_ss11  C4410B0   chakra PD       0:00      8 (Dependency)
          38273481  gpu_ss11  P4410B0   chakra PD       0:00      8 (Dependency)
          38273480  gpu_ss11  C4398B3   chakra PD       0:00      8 (Dependency)
          38273479  gpu_ss11  P4398B3   chakra PD       0:00      8 (Dependency)
          38273478  gpu_ss11  C4398B2   chakra PD       0:00      8 (Dependency)
          38273477  gpu_ss11  P4398B2   chakra PD       0:00      8 (Dependency)
          38273476  gpu_ss11  C4398B1   chakra PD       0:00      8 (Dependency)
          38273475  gpu_ss11  P4398B1   chakra PD       0:00      8 (Dependency)
          38273474  gpu_ss11  C4398B0   chakra PD       0:00      8 (Dependency)
          38273473  gpu_ss11  P4398B0   chakra PD       0:00      8 (Dependency)
          38273472  gpu_ss11  C4386B3   chakra PD       0:00      8 (Dependency)
          38273471  gpu_ss11  P4386B3   chakra PD       0:00      8 (Dependency)
          38273470  gpu_ss11  C4386B2   chakra PD       0:00      8 (Dependency)
          38273469  gpu_ss11  P4386B2   chakra PD       0:00      8 (Dependency)
          38273468  gpu_ss11  C4386B1   chakra PD       0:00      8 (Dependency)
          38273467  gpu_ss11  P4386B1   chakra PD       0:00      8 (Dependency)
          38273466  gpu_ss11  C4386B0   chakra PD       0:00      8 (Dependency)
          38273465  gpu_ss11  P4386B0   chakra PD       0:00      8 (Dependency)
          38273463  gpu_ss11  C4374B3   chakra PD       0:00      8 (Dependency)
          38273462  gpu_ss11  P4374B3   chakra PD       0:00      8 (Dependency)
          38273461  gpu_ss11  C4374B2   chakra PD       0:00      8 (Dependency)
          38273460  gpu_ss11  P4374B2   chakra PD       0:00      8 (Dependency)
          38273458  gpu_ss11  C4374B1   chakra PD       0:00      8 (Dependency)
          38273457  gpu_ss11  P4374B1   chakra PD       0:00      8 (Dependency)
          38273456  gpu_ss11  C4374B0   chakra PD       0:00      8 (Dependency)
          38273455  gpu_ss11  P4374B0   chakra PD       0:00      8 (Dependency)
          38273454  gpu_ss11  C4362B3   chakra PD       0:00      8 (Dependency)
          38273453  gpu_ss11  P4362B3   chakra PD       0:00      8 (Dependency)
          38273452  gpu_ss11  C4362B2   chakra PD       0:00      8 (Dependency)
          38273450  gpu_ss11  P4362B2   chakra PD       0:00      8 (Dependency)
          38273449  gpu_ss11  C4362B1   chakra PD       0:00      8 (Dependency)
